building,building_id,floorIndex,poiType,poiTypeId,poiName,poiTitleEn,capacity,email,x,y,sensor,sensorCnt
NL-UTC-UTRECHTLR,200,4,room_conference,4,NL-UTC-UTRECHTLROF_CDM_7_208711,M.4.07.6,8,cr.nl.utrm.4.07.6@capgemini.com,2413.782233,3542.91583,eui-3334373954376b09,1
NL-UTC-UTRECHTLR,200,4,room_bubble,3,NL-UTC-UTRECHTLROF_CDM_5_240737,Z.4.04.8,,,1373.581436,4401.730227,eui-3334373964377a09,1
NL-UTC-UTRECHTLR,200,4,room_bubble,3,NL-UTC-UTRECHTLROF_CDM_5_240736,Z.4.04.6,,,1372.577356,4321.990627,eui-333437396c375e09,1
NL-UTC-UTRECHTLR,200,4,room_bubble,3,NL-UTC-UTRECHTLROF_CDM_5_240735,N.4.19.8,,,6067.694542,2647.706792,eui-333437394d376f09,1
NL-UTC-UTRECHTLR,200,4,room_bubble,3,NL-UTC-UTRECHTLROF_CDM_5_240734,N.4.19.6,,,6040.127982,2571.892232,eui-3432333851377211,1
NL-UTC-UTRECHTLR,200,4,room_bubble,3,NL-UTC-UTRECHTLROF_CDM_5_240733,N.4.16.7,,,4995.050225,2753.069992,eui-3334373959376e09,1
NL-UTC-UTRECHTLR,200,4,room_bubble,3,NL-UTC-UTRECHTLROF_CDM_5_240732,N.4.16.5,,,4991.894545,2661.685672,eui-3334373963379208,1
NL-UTC-UTRECHTLR,200,4,room_bubble,3,NL-UTC-UTRECHTLROF_CDM_5_240731,N.4.13.4,,,4171.717668,2418.854793,eui-3334373962376c09,2
NL-UTC-UTRECHTLR,200,4,room_bubble,3,NL-UTC-UTRECHTLROF_CDM_5_240731,N.4.13.4,,,4171.717668,2418.854793,eui-3334373966376e09,2
NL-UTC-UTRECHTLR,200,4,room_bubble,3,NL-UTC-UTRECHTLROF_CDM_5_240729,N.4.06.4,,,1862.829195,2604.048872,eui-333437395e376c09,2
NL-UTC-UTRECHTLR,200,4,room_bubble,3,NL-UTC-UTRECHTLROF_CDM_5_240729,N.4.06.4,,,1862.829195,2604.048872,eui-3334373961376109,2
NL-UTC-UTRECHTLR,200,4,room_bubble,3,NL-UTC-UTRECHTLROF_CDM_5_240727,N.4.04.4,,,1301.714084,2695.876552,eui-3334373976378808,2
NL-UTC-UTRECHTLR,200,4,room_bubble,3,NL-UTC-UTRECHTLROF_CDM_5_240727,N.4.04.4,,,1301.714084,2695.876552,eui-3432333848377d0e,2
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_213501,M.4.02.J,,,855.8869175,3779.604869,eui-3531313966376c0b,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_213500,M.4.02.i,,,861.4106615,3678.049349,eui-3531313951378a0f,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_212988,Z.4.13.F,,,4416.126387,3956.661988,eui-3135343050378318,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_212987,Z.4.13.E,,,4354.564547,4056.078948,eui-3135343059376515,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210228,Z.4.13.D,,,4325.055027,4098.576308,eui-3135343057378218,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210227,Z.4.13.C,,,4263.193268,4197.002228,eui-313534304d377118,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210226,Z.4.13.B,,,4231.779908,4240.190708,eui-313534307b377f15,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210225,Z.4.13.A,,,4172.578308,4335.252307,eui-3531313974377a0c,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210224,Z.4.11.D,,,3629.162389,4321.169107,eui-353131395d378a0b,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210223,Z.4.11.C,,,3512.12839,4323.490227,eui-3135343076376515,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210222,Z.4.11.B,,,3631.470469,4406.450707,eui-3731323072379218,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210221,Z.4.11.A,,,3513.28895,4399.930707,eui-353131396e378a0f,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210220,Z.4.10.H,,,3442.55999,4316.239987,eui-353131395d37850a,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210219,Z.4.10.G,,,3325.19999,4316.239987,eui-3731323053376919,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210218,Z.4.10.F,,,3459.55111,4399.487347,eui-3135343082377f15,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210217,Z.4.10.E,,,3339.23103,4402.134467,eui-3531313951376e0b,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210216,Z.4.10.D,,,3251.94127,4328.953987,eui-3338383950378001,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210215,Z.4.10.C,,,3137.228391,4322.225347,eui-353131396437660b,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210214,Z.4.10.B,,,3257.40503,4405.394467,eui-373132306c379218,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210213,Z.4.10.A,,,3147.008391,4408.550147,eui-353131396637690b,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210212,Z.4.09.F,,,2988.337671,4094.299188,eui-353131395837860f,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210211,Z.4.09.E,,,2868.487032,4089.031028,eui-3731323079376619,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210210,Z.4.09.D,,,2994.362151,4019.071428,eui-3731323062376819,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210209,Z.4.09.C,,,2874.511512,4017.571828,eui-3338383969378001,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210208,Z.4.09.B,,,2993.618871,3937.571428,eui-3531313952377f0b,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210207,Z.4.09.A,,,2878.527832,3946.595108,eui-373132306b376a19,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210206,Z.4.08.i,,,2582.911032,4552.955107,eui-333838395d378201,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210205,Z.4.08.H,,,2502.362953,4335.708707,eui-353131395b37690b,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210204,Z.4.08.G,,,2386.450393,4334.248227,eui-3731323052376919,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210203,Z.4.08.F,,,2505.010073,4408.928307,eui-353131395337660b,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210202,Z.4.08.E,,,2387.415353,4401.665027,eui-353131395937680b,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210201,Z.4.08.D,,,2504.005993,4476.971027,eui-353131397137790b,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210200,Z.4.08.C,,,2383.907593,4468.690627,eui-353131396a377a0c,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210199,Z.4.08.B,,,2504.266793,4553.541907,eui-3531313954377f17,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210198,Z.4.08.P,,,2686.239992,4316.239987,eui-3135343059377211,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210197,Z.4.08.O,,,2568.879992,4329.279987,eui-3731323065377d18,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210196,Z.4.08.N,,,2686.239992,4394.479987,eui-373132306a376419,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210195,Z.4.08.M,,,2568.879992,4394.479987,eui-353131396337850b,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210194,Z.4.08.L,,,2699.279992,4472.719987,eui-353131395437820b,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210193,Z.4.08.K,,,2581.919992,4472.719987,eui-353131396c377a0c,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210192,Z.4.08.J,,,2673.199992,4550.959987,eui-353131396e377a0c,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210191,Z.4.08.A,,,2384.494393,4552.355267,eui-3531313974376a0b,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210190,Z.4.07.F,,,2319.307433,4394.623427,eui-3731323067376419,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210189,Z.4.07.E,,,2199.248154,4403.907907,eui-353131396d37720b,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210188,Z.4.07.D,,,2321.824153,4475.471427,eui-3135343052377111,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210187,Z.4.07.C,,,2199.248154,4481.991427,eui-3731323071376619,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210186,Z.4.07.B,,,2314.287033,4555.302307,eui-373132305c376919,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210185,Z.4.07.A,,,2200.447834,4552.537827,eui-353131396337850f,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210184,Z.4.06.i,,,1867.132395,4096.033508,eui-3731323063376819,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210183,Z.4.06.H,,,1983.996874,4011.873348,eui-3731323072379118,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210182,Z.4.06.G,,,1863.781115,4010.973588,eui-353131396837680b,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210181,Z.4.06.F,,,1987.713274,3935.967508,eui-353131395237890f,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210180,Z.4.06.E,,,1865.593675,3939.227508,eui-3731323060376419,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210179,Z.4.06.D,,,1929.411434,4332.383507,eui-3731323073376619,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210178,Z.4.06.C,,,1823.774395,4335.147987,eui-333838396f378301,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210177,Z.4.06.B,,,1924.234554,4410.532227,eui-353131395637730b,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210176,Z.4.06.J,,,1986.500554,4090.113348,eui-353131397137620a,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210175,Z.4.06.A,,,1816.406795,4408.537107,eui-353131396137660b,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210174,Z.4.05.i,,,1684.846235,3949.829028,eui-3731323058376819,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210173,Z.4.05.H,,,1776.595675,4329.775507,eui-373132305d376819,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210172,Z.4.05.G,,,1666.016475,4331.105587,eui-353131395f377f0b,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210171,Z.4.05.F,,,1773.544315,4402.669107,eui-353131395c378b0b,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210170,Z.4.05.E,,,1664.451675,4402.903827,eui-373132306c376519,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210169,Z.4.05.D,,,1618.472635,4324.924627,eui-353131395837660b,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210168,Z.4.05.C,,,1497.357116,4322.903427,eui-353131397337700a,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210167,Z.4.05.B,,,1620.480795,4408.276307,eui-3531313954378b0a,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210166,Z.4.05.N,,,1786.479995,4094.559988,eui-3338383965377801,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210165,Z.4.05.M,,,1682.159995,4094.559988,eui-3731323074376519,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210164,Z.4.05.L,,,1799.519995,4029.359988,eui-3731323056376919,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210163,Z.4.05.K,,,1682.159995,4016.319988,eui-353131396237750b,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210162,Z.4.05.J,,,1801.684635,3951.354708,eui-353131394e37880f,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210161,Z.4.05.A,,,1503.877116,4396.970627,eui-373132305d376519,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210160,Z.4.04.F,,,1426.471676,4082.250228,eui-353131395637890f,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210159,Z.4.04.E,,,1304.873676,4085.771028,eui-353131396837660b,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210158,Z.4.04.D,,,1427.227996,4006.266148,eui-353131396f37660b,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210157,Z.4.04.C,,,1309.881036,4005.509828,eui-353131396037800f,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210156,Z.4.04.B,,,1427.984316,3935.302468,eui-353131395837690b,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210155,Z.4.04.A,,,1309.137756,3942.826548,eui-373132306b376519,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210154,Z.4.03.H,,,1258.971572,4349.831027,eui-353131395337650b,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210153,Z.4.03.G,,,1140.366253,4356.351027,eui-3731323070376419,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210152,Z.4.03.F,,,1092.711573,4411.184227,eui-353131395b376d0a,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210151,Z.4.03.E,,,966.8364532,4415.187507,eui-373132305b376419,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210150,Z.4.03.D,,,1087.629885,4483.047667,eui-3731323073376419,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210149,Z.4.03.C,,,976.9828771,4489.854547,eui-353131394e376c0a,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210148,Z.4.03.B,,,1089.945789,4553.789667,eui-3338383957377f01,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210147,Z.4.03.A,,,971.3404692,4559.814147,eui-353131396337660b,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210146,Z.4.02.F,,,869.0168935,4410.427907,eui-333838394d378101,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210145,Z.4.02.E,,,753.9284618,4411.679747,eui-3731323059376419,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210144,Z.4.02.D,,,875.7937814,4485.994707,eui-373132305d376419,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210143,Z.4.02.C,,,757.1884618,4490.767347,eui-353131397e376d0b,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210142,Z.4.02.B,,,869.0168935,4561.079027,eui-353131395d37890f,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210141,Z.4.02.A,,,753.7654618,4560.374867,eui-3731323073376519,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210140,Z.4.01.i,,,346.922679,4229.967348,eui-353131395e378a0f,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210139,Z.4.01.H,,,275.2026792,4340.781267,eui-353131395037840b,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210138,Z.4.01.G,,,282.7306712,4228.950228,eui-353131396737660b,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210137,Z.4.01.F,,,382.2702069,4107.091428,eui-353131395037880f,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210136,Z.4.01.E,,,255.3857913,4109.347348,eui-353131395037660b,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210135,Z.4.01.D,,,380.0168949,4027.847348,eui-373132307c376619,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210134,Z.4.01.C,,,260.6604712,4029.594708,eui-353131396037880f,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210133,Z.4.01.B,,,380.0168949,3948.851028,eui-353131397a376a0b,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210132,Z.4.01.L,,,421.1515748,4341.537587,eui-353131395837880f,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210131,Z.4.01.K,,,419.1368948,4228.950228,eui-3731323074376619,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210130,Z.4.01.J,,,342.655991,4342.541667,eui-353131395237660b,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210129,Z.4.01.A,,,262.9137832,3943.087348,eui-3731323064376419,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210128,N.4.21.B,,,6778.34846,2332.099673,eui-353131397337860c,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210127,N.4.21.A,,,6663.322621,2351.294553,eui-3531313969378e0c,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210126,N.4.20.i,,,6333.645341,2151.104474,eui-373132306e376419,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210125,N.4.20.H,,,6438.539101,2054.334634,eui-3531313976378f0c,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210124,N.4.20.G,,,6326.134301,2061.467514,eui-353131395d37880f,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210123,N.4.20.F,,,6259.134782,2216.395754,eui-353131396a378a0c,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210122,N.4.20.E,,,6144.787022,2236.333913,eui-333838394d377f01,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210121,N.4.20.D,,,6251.375982,2149.252794,eui-353131395b37830b,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210120,N.4.20.C,,,6137.706302,2161.132234,eui-353131397737890c,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210119,N.4.20.T,,,6533.039981,2360.239993,eui-353131397a37890c,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210117,N.4.20.S,,,6402.639981,2373.279993,eui-353131396a37880c,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210116,N.4.20.R,,,6336.592381,2540.531033,eui-353131395e37920c,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210115,N.4.20.Q,,,6215.372542,2547.598713,eui-3531313980377a0b,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210114,N.4.20.P,,,6338.613581,2621.261672,eui-3731323079378019,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210113,N.4.20.O,,,6223.353022,2622.761272,eui-353131396637880c,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210112,N.4.20.N,,,6347.454701,2697.024072,eui-353131394f37870c,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210111,N.4.20.M,,,6225.413342,2706.412872,eui-3338383952378001,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210110,N.4.20.L,,,6451.579101,2204.594554,eui-3531313973378a0c,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210109,N.4.20.K,,,6340.778221,2212.405514,eui-353131395a376c0a,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210108,N.4.20.J,,,6444.759181,2130.240474,eui-3731323064377719,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210107,N.4.20.A,,,6131.186302,2085.095994,eui-353131396237710a,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210106,N.4.19.F,,,6045.995982,2239.150553,eui-3531313970378b0c,1
NL-UTC-UTRECHTLR,200,4,desk,1050,NL-UTC-UTRECHTLROF_CDM_37_210105,N.4.19.E,,,5932.326303,2245.774873,eui-3135343061379311,1
